DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2009-0092-AGO,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2009-000063,,AGO,Angola,Sub-Saharan Africa,Africa,"Mukolongondjo, Mupa, Kalonga Kubati villages (Cuvelai district, Cunene province), Onjiva, Evale, Mongua, Nehone, Chimpolo villages (Cuanhama district, Cunene province), Namacunde, Sgiede villages (Namacunde district, Cunene province), Xangongo village (Ombadja district, Cunene province), Cahama district (Cunene province), Moxico, Cuando Cubango, Malanje, Bie, Lunda Sul, Uige provinces",Heavy rains,,Yes,No,Yes,84.0,,Km2,16.68,-17.08,Vuvelai basin,2009,3.0,1.0,2009,4.0,16.0,60.0,,220000.0,,220000.0,,,,,,,73.3071767219387,"[{""adm1_code"":400,""adm1_name"":""Bie""},{""adm1_code"":402,""adm1_name"":""Cuando Cubango""},{""adm1_code"":410,""adm1_name"":""Lunda Sul""},{""adm1_code"":411,""adm1_name"":""Malanje""},{""adm1_code"":412,""adm1_name"":""Moxico""},{""adm1_code"":414,""adm1_name"":""Uige""},{""adm2_code"":4257,""adm2_name"":""Cahama""},{""adm2_code"":4258,""adm2_name"":""Cuanhama""},{""adm2_code"":4260,""adm2_name"":""Cuvelai""},{""adm2_code"":4261,""adm2_name"":""Namacunde""},{""adm2_code"":4262,""adm2_name"":""Ombadja""}]",2010-08-16,2023-09-25
2009-0103-ZMB,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2009-000068,,ZMB,Zambia,Sub-Saharan Africa,Africa,"Shang'ombo, Mongu, Kalabo, Lukulu, Senanga districts (Western province), North-Western, Northern, Central, Eastern provinces",Heavy rain,,No,No,No,,,Km2,-18.76,24.23,Zambezi and Kwando rivers,2009,2.0,27.0,2009,3.0,27.0,31.0,,614814.0,,614814.0,,,,,,,73.3071767219387,"[{""adm1_code"":3426,""adm1_name"":""Central""},{""adm1_code"":3428,""adm1_name"":""Eastern""},{""adm1_code"":3431,""adm1_name"":""North-Western""},{""adm1_code"":3432,""adm1_name"":""Northern""},{""adm2_code"":65239,""adm2_name"":""Kalabo""},{""adm2_code"":65241,""adm2_name"":""Lukulu""},{""adm2_code"":65242,""adm2_name"":""Mongu""},{""adm2_code"":65243,""adm2_name"":""Senanga""},{""adm2_code"":65245,""adm2_name"":""Shang'ombo""}]",2009-05-22,2023-09-25
2009-0106-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,USA,United States of America,Northern America,Americas,"North Dakota, Minnesota provinces","Snowmelt, hevay rain",,No,No,Yes,,39740.0,Km2,48.25,-97.03,"Red river, Fargo, James river",2009,3.0,24.0,2009,4.0,20.0,2.0,60.0,5000.0,,5060.0,,,,,166000.0,226444.0,73.3071767219387,"[{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3248,""adm1_name"":""North Dakota""}]",2010-03-05,2023-09-25
2009-0108-ZAF,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,ZAF,South Africa,Sub-Saharan Africa,Africa,KwaZulu Natal province,Heavy rain,,No,No,No,,,Km2,-29.41,30.82,56340,2009,2.0,28.0,2009,3.0,3.0,3.0,,300.0,,300.0,,,,,,,73.3071767219387,"[{""adm1_code"":77311,""adm1_name"":""KwaZulu-Natal""}]",2009-04-01,2023-09-25
2009-0110-BOL,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2009-000045,,BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas,Capinota district (Cochabamba province),Havy rains,,No,No,No,,167900.0,Km2,-18.76,-62.62,,2009,2.0,12.0,2009,2.0,23.0,,,63000.0,,63000.0,,,,,,,73.3071767219387,"[{""adm2_code"":40468,""adm2_name"":""Capinota""}]",2010-01-10,2023-09-25
2009-0121-IDN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,IDN,Indonesia,South-eastern Asia,Asia,"Cireundeu village (Tangerang district, Banten province)",Heavy rain,Broken Dam/Burst bank,No,No,No,,19200.0,Km2,6.55,106.36,,2009,3.0,26.0,2009,3.0,27.0,64.0,,1600.0,,1600.0,,,,,,,73.3071767219387,"[{""adm2_code"":18028,""adm2_name"":""Tangerang""}]",2010-01-17,2023-09-25
2009-0147-BDI,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2009-000075,,BDI,Burundi,Sub-Saharan Africa,Africa,Buterere district (Bujumbura Mairie province),Heavy rains,,No,No,No,,11710.0,Km2,-3.27,29.75,Kinyankonge,2009,4.0,12.0,2009,4.0,15.0,,,8000.0,,8000.0,,,,,,,73.3071767219387,"[{""adm2_code"":40565,""adm2_name"":""Buterere""}]",2009-05-22,2023-09-25
2009-0163-BRA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2009-000089,,BRA,Brazil,Latin America and the Caribbean,Americas,"Maranhao, Ceara, Alagoas, Para, Paraiba, Pernambuco, Bahia, Amazonas, Santa Catarina, Piaui, Rio Grande do Norte provinces",Heavy rain,"Broken Dam/Burst bank|Slide (land, mud, snow, rock)",Yes,No,Yes,768.0,524400.0,Km2,-3.19,-45.43,,2009,4.0,22.0,2009,5.0,14.0,56.0,,1150900.0,,1150900.0,,,,,550000.0,750268.0,73.3071767219387,"[{""adm1_code"":666,""adm1_name"":""Alagoas""},{""adm1_code"":668,""adm1_name"":""Amazonas""},{""adm1_code"":669,""adm1_name"":""Bahia""},{""adm1_code"":670,""adm1_name"":""Ceara""},{""adm1_code"":674,""adm1_name"":""Maranhao""},{""adm1_code"":678,""adm1_name"":""Para""},{""adm1_code"":679,""adm1_name"":""Paraiba""},{""adm1_code"":681,""adm1_name"":""Pernambuco""},{""adm1_code"":682,""adm1_name"":""Piaui""},{""adm1_code"":684,""adm1_name"":""Rio Grande Do Norte""},{""adm1_code"":688,""adm1_name"":""Santa Catarina""}]",2010-08-16,2023-09-25
2009-0168-AFG,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2009-000080,,AFG,Afghanistan,Southern Asia,Asia,"Kach Guzar, Nasrat Abad, Islam Abad, Sajadia, Kala Khan, Nasaji, Baba Alisher, Yolmarab, Abotaaleb, Walihaser neighborhoods (Mazar city, Mazar-e-Sharif district, Balkh province), Sari Asyab, Asyab Sharaf, Pashma Qala villages (Chemtal district, Balkh province), Kaj Guzar village (Nahr-e-Shahi district, Balkh province), Faryab, Badakhshan, Hirat, Samangan, Takhar, Badghis, Baghlan, Sar-e-Pul, Kunduz provinces",Snow melt,"Slide (land, mud, snow, rock)",No,No,No,,88520.0,Km2,33.07,63.59,,2009,3.0,25.0,2009,5.0,24.0,39.0,16.0,60000.0,,60016.0,,,,,20000.0,27282.0,73.3071767219387,"[{""adm1_code"":272,""adm1_name"":""Badakhshan""},{""adm1_code"":273,""adm1_name"":""Badghis""},{""adm1_code"":274,""adm1_name"":""Baghlan""},{""adm1_code"":278,""adm1_name"":""Faryab""},{""adm1_code"":282,""adm1_name"":""Hirat""},{""adm1_code"":289,""adm1_name"":""Kunduz""},{""adm1_code"":298,""adm1_name"":""Samangan""},{""adm1_code"":299,""adm1_name"":""Sar-e-Pul""},{""adm1_code"":300,""adm1_name"":""Takhar""},{""adm2_code"":3480,""adm2_name"":""Chemtal""},{""adm2_code"":3487,""adm2_name"":""Mazar-e-Sharif""},{""adm2_code"":3488,""adm2_name"":""Nahr-e- Shahi""}]",2010-03-05,2023-09-25
2009-0176-TJK,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2009-000095,,TJK,Tajikistan,Central Asia,Asia,"Ismoily Somony borough (Dushanbe city, Leninskiy district, Tadzhikistan Territories province), Shahrinav, Tursunzade, Darbanskiy, Garmskiy, Tojikobod districts (Tadzhikistan Territories province), Ghozimalik, Piynjskiy, Kumsangirskiy districts (Khatlon province)",Heavy rainfall,"Slide (land, mud, snow, rock)",Yes,Yes,No,1196.0,62470.0,Km2,38.51,71.29,,2009,4.0,21.0,2009,6.0,1.0,21.0,,15000.0,,15000.0,,,,,1000.0,1364.0,73.3071767219387,"[{""adm2_code"":37585,""adm2_name"":""Ghozimalik""},{""adm2_code"":37591,""adm2_name"":""Kumsangirskiy""},{""adm2_code"":37596,""adm2_name"":""Piynjskiy""},{""adm2_code"":37617,""adm2_name"":""Darbanskiy""},{""adm2_code"":37623,""adm2_name"":""Leninskiy""},{""adm2_code"":37626,""adm2_name"":""Shahrinav""},{""adm2_code"":37628,""adm2_name"":""Tojikobod""},{""adm2_code"":37629,""adm2_name"":""Tursunzade""}]",2014-07-28,2023-09-25
2009-0184-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,USA,United States of America,Northern America,Americas,"Virginia, Kentucky provinces",Heavy rain,"Slide (land, mud, snow, rock)",No,No,Yes,,16460.0,Km2,37.66,-81.28,,2009,5.0,3.0,2009,5.0,10.0,,,,900.0,900.0,,,,,,,73.3071767219387,"[{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2010-01-12,2023-09-25
2009-0189-CAN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,CAN,Canada,Northern America,Americas,New Brunswick / Nouveau-Brunswick province,Ice Jam/break-up,,No,No,No,,20490.0,Km2,47.16,-67.63,,2009,4.0,1.0,2009,4.0,9.0,,,200.0,,200.0,,,,,,,73.3071767219387,"[{""adm1_code"":828,""adm1_name"":""New Brunswick / Nouveau-Brunswick""}]",2009-05-22,2023-09-25
2009-0190-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,USA,United States of America,Northern America,Americas,Florida province,Heavy rain,,No,No,Yes,,82060.0,Km2,30.84,-85.23,,2009,4.0,6.0,2009,4.0,9.0,,,1000.0,,1000.0,,,,,,,73.3071767219387,"[{""adm1_code"":3223,""adm1_name"":""Florida""}]",2010-01-12,2023-09-25
2009-0198-HTI,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,HTI,Haiti,Latin America and the Caribbean,Americas,"Caracol village (Trou Du Nord district, Nord Est province), Camp Perrin, Cayes, Maniche villages (Cayes district, Sud province), Chardonnieres district (Sud province), Saint-Michel-de-l'Attalaye village (Marmelade district, Artibonite province), Ennery village (Gonaives district, Artibonite province), Dessalines, Saint-Marc districts (Artibonite province), Anse à Veau, Lazile, Plaisance villages (Anse-A-Veau district, Nippes province), Baraderes district (Nippes province), Cerca Carvajal village (Hinche district, Centre province), Ceca La Source district (Centre province), Leogane district (Ouest province), Grande Anse province",Heavy rain,,No,No,No,,5754.0,Km2,19.56,-72.33,,2009,5.0,15.0,2009,5.0,21.0,11.0,,,9910.0,9910.0,,,,,,,73.3071767219387,"[{""adm1_code"":72911,""adm1_name"":""Grande Anse""},{""adm2_code"":17166,""adm2_name"":""Dessalines""},{""adm2_code"":17168,""adm2_name"":""Gonaives""},{""adm2_code"":17169,""adm2_name"":""Marmelade""},{""adm2_code"":17170,""adm2_name"":""Saint-Marc""},{""adm2_code"":17171,""adm2_name"":""Ceca La Source""},{""adm2_code"":17172,""adm2_name"":""Hinche""},{""adm2_code"":17181,""adm2_name"":""Trou Du Nord""},{""adm2_code"":17197,""adm2_name"":""Leogane""},{""adm2_code"":17203,""adm2_name"":""Cayes""},{""adm2_code"":17204,""adm2_name"":""Chardonnieres""},{""adm2_code"":73607,""adm2_name"":""Baraderes""},{""adm2_code"":73608,""adm2_name"":""Anse-A-Veau""}]",2009-07-16,2023-09-25
2009-0228-CZE,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2009-000121,,CZE,Czechia,Eastern Europe,Europe,"Opava, Bruntal, Novy Jicin, Frydek-Mistek, Ostrava-mesto, Karvina districts (Moravia-Silesia region, Severomoravsky province), Jesenik, Sumperk, Olomouc, Prostejov, Prerov districts (Olomouc region, Severomoravsky and Jihomoravsky provinces); South Bohemia region (Jihocesky province)",Heavy rain,,No,No,Yes,,,Km2,50.13,18.03,,2009,6.0,22.0,2009,6.0,28.0,13.0,,14450.0,,14450.0,,,,,150000.0,204618.0,73.3071767219387,"[{""adm1_code"":1030,""adm1_name"":""Jihocesky""},{""adm2_code"":14827,""adm2_name"":""Prostejov""},{""adm2_code"":14846,""adm2_name"":""Bruntal""},{""adm2_code"":14847,""adm2_name"":""Frydek-Mistek""},{""adm2_code"":14848,""adm2_name"":""Jesenik""},{""adm2_code"":14849,""adm2_name"":""Karvina""},{""adm2_code"":14850,""adm2_name"":""Novy Jicin""},{""adm2_code"":14851,""adm2_name"":""Olomouc""},{""adm2_code"":14852,""adm2_name"":""Opava""},{""adm2_code"":14853,""adm2_name"":""Ostrava-mesto""},{""adm2_code"":14854,""adm2_name"":""Prerov""},{""adm2_code"":14855,""adm2_name"":""Sumperk""}]",2010-02-24,2023-09-25
2009-0233-BWA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2009-000120,,BWA,Botswana,Sub-Saharan Africa,Africa,"Boteti, Bobirwa, Letlhakane, Mahalapye, Serowe, Palapye, Tutume areas (Central province), Molepopole, Sojwe, Leologane areas (Kweneng province), Chobe, Ngamiland provinces",Heavy rains,,No,No,No,,571700.0,Km2,-16.7,23.32,,2009,5.0,10.0,2009,7.0,1.0,,,3789.0,,3789.0,,,,,,,73.3071767219387,"[{""adm1_code"":654,""adm1_name"":""Central""},{""adm1_code"":655,""adm1_name"":""Chobe""},{""adm1_code"":659,""adm1_name"":""Kweneng""},{""adm1_code"":660,""adm1_name"":""Ngamiland""}]",2010-02-17,2023-09-25
2009-0234-GTM,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2009-000117,,GTM,Guatemala,Latin America and the Caribbean,Americas,Escuintla district (Escuintla province),Heavy rains,,No,No,No,,,Km2,13.42,-88.64,,2009,6.0,19.0,2009,6.0,22.0,,,10800.0,,10800.0,,,,,,,73.3071767219387,"[{""adm2_code"":64900,""adm2_name"":""Escuintla""}]",2009-07-16,2023-09-25
2009-0234-NIC,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2009-000117,,NIC,Nicaragua,Latin America and the Caribbean,Americas,Moyogalpa district (Rivas province),Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,13.42,-88.64,,2009,6.0,19.0,2009,6.0,22.0,,,64.0,,64.0,,,,,,,73.3071767219387,"[{""adm2_code"":22546,""adm2_name"":""Moyogalpa""}]",2009-07-16,2023-09-25
2009-0235-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2009-000113,,CHN,China,Eastern Asia,Asia,Chongqing Shi province,,,No,No,No,,82900.0,Km2,26.85,110.28,,2009,6.0,19.0,2009,6.0,22.0,11.0,,106000.0,,106000.0,,,,,59000.0,80483.0,73.3071767219387,"[{""adm1_code"":900,""adm1_name"":""Chongqing Shi""}]",2009-07-16,2023-09-25
2009-0236-GHA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2009-000132,,GHA,Ghana,Sub-Saharan Africa,Africa,"Awoshie, Sanata Maria, Odorkor, Darkuman,Sakaman, Mataheko, Kaneshie, Mallam, Mprampom, Atico, Bubuashie, Abossey Okai, Dansoman, Agege, Sakaman, Sukura, Santa Maria areas (Accra Metropolis district, Greater Accra province), Atonsu, Kordie areas (Kma district, Ashanti province), Kpong town (Lower Manya district, Eastern province), Atimpoku town (Asuogyaman district, Eastern province), Enchi town (Aowin district, Western province), Apam village (Gomoa West district, Central province), Kasoa town (Awutu Senya East Municipal district, Central province), Keta Municipal district (Volta province), Sekondi Takorad, Ellembelle, Jomoro districts (Western province), Mfantsiman, Cape Coast Metro districts (Central province)",Heavy rains,Rain,No,No,No,166.0,9340.0,Km2,5.73,-0.1,,2009,6.0,6.0,2009,7.0,8.0,16.0,,19755.0,,19755.0,,,,,,,73.3071767219387,"[{""adm2_code"":190720,""adm2_name"":""Kma""},{""adm2_code"":16601,""adm2_name"":""Cape Coast Metro""},{""adm2_code"":190583,""adm2_name"":""Gomoa West""},{""adm2_code"":190647,""adm2_name"":""Mfantsiman""},{""adm2_code"":190652,""adm2_name"":""Awutu Senya East Municipal""},{""adm2_code"":16609,""adm2_name"":""Asuogyaman""},{""adm2_code"":190612,""adm2_name"":""Lower Manya""},{""adm2_code"":190655,""adm2_name"":""Accra Metropolis""},{""adm2_code"":33108,""adm2_name"":""Keta Municipal""},{""adm2_code"":16665,""adm2_name"":""Jomoro""},{""adm2_code"":190590,""adm2_name"":""Ellembelle""},{""adm2_code"":190595,""adm2_name"":""Sekondi Takoradi""},{""adm2_code"":190636,""adm2_name"":""Aowin""}]",2010-02-09,2023-09-25
2009-0247-VNM,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2009-000124,,VNM,Viet Nam,South-eastern Asia,Asia,"Bac Kan, Cao Bang, Ha Giang, Lai Chau provinces",Heavy rains,,No,No,No,,69860.0,Km2,20.67,104.3,,2009,7.0,3.0,2009,7.0,6.0,20.0,,700000.0,,700000.0,,,,,,,73.3071767219387,"[{""adm1_code"":3328,""adm1_name"":""Bac Kan""},{""adm1_code"":3338,""adm1_name"":""Cao Bang""},{""adm1_code"":3345,""adm1_name"":""Ha Giang""},{""adm1_code"":73938,""adm1_name"":""Lai Chau""}]",2009-08-05,2023-09-25
2009-0261-ZAF,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2009-000133,,ZAF,South Africa,Sub-Saharan Africa,Africa,City of Cape Town district (Western Cape province),Heavy rains,,No,No,No,,32700.0,Km2,-33.07,18.92,,2009,7.0,12.0,2009,7.0,16.0,11.0,,20000.0,,20000.0,,,,,,,73.3071767219387,"[{""adm2_code"":77317,""adm2_name"":""City of Cape Town Metropolitan Municipality""}]",2010-01-12,2023-09-25
2009-0262-TUR,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,TUR,Türkiye,Western Asia,Asia,"Savsat city (Savsat district, Artvin province), Sinop town (Merkez district, Sinop province), Bogazcik area (Persembe district, Ordu province), Amasra, Kurucasile, Merkez districts (Bartin province)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,26430.0,Km2,41.0,40.04,,2009,7.0,10.0,2009,7.0,16.0,7.0,11.0,100.0,,111.0,,,,,,,73.3071767219387,"[{""adm2_code"":27561,""adm2_name"":""Savsat""},{""adm2_code"":27599,""adm2_name"":""Amasra""},{""adm2_code"":27600,""adm2_name"":""Kurucasile""},{""adm2_code"":27601,""adm2_name"":""Merkez""},{""adm2_code"":28181,""adm2_name"":""Persembe""},{""adm2_code"":28255,""adm2_name"":""Merkez""}]",2009-12-15,2023-09-25
2009-0266-PAK,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,PAK,Pakistan,Southern Asia,Asia,"Karachi Central, Karachi East, Karachi South, Karachi West districts (Sindh province)",Torrential rain,,No,No,No,,10370.0,Km2,24.99,67.19,,2009,7.0,17.0,2009,7.0,19.0,52.0,70.0,,,70.0,,,,,,,73.3071767219387,"[{""adm2_code"":40392,""adm2_name"":""Karachi Central District""},{""adm2_code"":40393,""adm2_name"":""Karachi East District""},{""adm2_code"":40394,""adm2_name"":""Karachi South District""},{""adm2_code"":40395,""adm2_name"":""Karachi West District""}]",2010-01-13,2023-09-25
2009-0268-BIH,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2009-000136-BIH,,BIH,Bosnia and Herzegovina,Southern Europe,Europe,"Kardaglije, Jablanica, Dobro poljie, Mekisn Bukva, Medakovo, Trepca, Novo Selo, Tesanjka, Tesanj villages (Tesanj municipality, Zenicko-dobojski district, Federacija Bosne I Hercegovine province)",Heavy rain,,No,No,Yes,,6061.0,Km2,44.87,17.48,"Tesanjka, Trebacka",2009,7.0,7.0,2009,7.0,15.0,,,1100.0,,1100.0,,,,,,,73.3071767219387,"[{""adm2_code"":6250,""adm2_name"":""Zenicko-dobojski""}]",2010-01-13,2023-09-25
2009-0279-AUT,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,AUT,Austria,Western Europe,Europe,Graz district (Steiermark province),Heavy rains,,No,No,Yes,,2765.0,Km2,47.4,15.71,,2009,7.0,16.0,2009,7.0,19.0,,,,,,,,,,,,73.3071767219387,"[{""adm2_code"":5647,""adm2_name"":""Graz""}]",2010-01-13,2023-09-25
2009-0292-CHN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2009-000113,,CHN,China,Eastern Asia,Asia,"Jiangsu Sheng, Zheijiang Sheng, Anhui Sheng, Jiangxi Sheng, Hubei Sheng, Hunan Sheng, Guangxi Zhuangzu Zizhiqu, Chongqing Shi, Sichuan Sheng, Guizhou Sheng, Yunnan Sheng, Fujian Sheng provinces",Heavy rain,"Slide (land, mud, snow, rock)",No,No,No,,542100.0,Km2,25.31,112.71,,2009,7.0,1.0,2009,7.0,8.0,90.0,,39372000.0,,39372000.0,,,,,1000000.0,1364123.0,73.3071767219387,"[{""adm1_code"":898,""adm1_name"":""Anhui Sheng""},{""adm1_code"":900,""adm1_name"":""Chongqing Shi""},{""adm1_code"":901,""adm1_name"":""Fujian Sheng""},{""adm1_code"":904,""adm1_name"":""Guangxi Zhuangzu Zizhiqu""},{""adm1_code"":905,""adm1_name"":""Guizhou Sheng""},{""adm1_code"":911,""adm1_name"":""Hubei Sheng""},{""adm1_code"":912,""adm1_name"":""Hunan Sheng""},{""adm1_code"":913,""adm1_name"":""Jiangsu Sheng""},{""adm1_code"":914,""adm1_name"":""Jiangxi Sheng""},{""adm1_code"":924,""adm1_name"":""Sichuan Sheng""},{""adm1_code"":929,""adm1_name"":""Yunnan Sheng""},{""adm1_code"":930,""adm1_name"":""Zhejiang Sheng""}]",2010-03-10,2023-09-25
2009-0294-BGD,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2009-000123,,BGD,Bangladesh,Southern Asia,Asia,Habiganj district (Sylhet province),Torrential rain,"Slide (land, mud, snow, rock)",No,No,No,,49030.0,Km2,25.26,89.09,"Surma, Khusiara rivers",2009,7.0,3.0,2009,7.0,6.0,6.0,,500000.0,,500000.0,,,,,,,73.3071767219387,"[{""adm2_code"":5821,""adm2_name"":""Habiganj""}]",2009-08-12,2023-09-25
2009-0332-SLE,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:LS-2009-000158,,SLE,Sierra Leone,Sub-Saharan Africa,Africa,Western Area Urb district (Western Area province),Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,8.57,-12.73,,2009,8.0,13.0,2009,8.0,20.0,103.0,15.0,1455.0,,1470.0,,,,,,,73.3071767219387,"[{""adm2_code"":111381,""adm2_name"":""Western Area Urb""}]",2010-01-12,2023-09-25
2009-0335-PAK,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,GLIDE:FL-2009-000159,,PAK,Pakistan,Southern Asia,Asia,"Ismalia, Kalu Khan, Adina villages (Swabi district, North-West Frontier province), Shahbaz Garrhi, Garryala villages (Mardan district, North-West Frontier province)",Heavy rains,,No,No,No,,30560.0,Km2,33.92,72.25,,2009,8.0,15.0,2009,8.0,17.0,36.0,,75000.0,,75000.0,,,,,,,73.3071767219387,"[{""adm2_code"":40345,""adm2_name"":""Mardan District""},{""adm2_code"":40349,""adm2_name"":""Swabi District""}]",2009-12-08,2023-09-25
2009-0344-SEN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2009-000172,,SEN,Senegal,Sub-Saharan Africa,Africa,"Dakar, Saint louis, Kaolack, Kaffrine, Thies, Sedhiou, Fatick, Matam, Tambacounda, Kedougou, Kolda provinces",Heavy rain,,Yes,Yes,No,1396.0,8511.0,Km2,15.58,-16.81,,2009,8.0,24.0,2009,8.0,25.0,6.0,,264000.0,,264000.0,,,,,,,73.3071767219387,"[{""adm1_code"":1373,""adm1_name"":""Kaolack""},{""adm1_code"":1374,""adm1_name"":""Kedougou""},{""adm1_code"":1375,""adm1_name"":""Kolda""},{""adm1_code"":1376,""adm1_name"":""Sedhiou""},{""adm1_code"":1377,""adm1_name"":""Tambacounda""},{""adm1_code"":1378,""adm1_name"":""Kaffrine""},{""adm1_code"":2636,""adm1_name"":""Dakar""},{""adm1_code"":2644,""adm1_name"":""Thies""},{""adm1_code"":47586,""adm1_name"":""Fatick""},{""adm1_code"":47588,""adm1_name"":""Matam""},{""adm1_code"":47589,""adm1_name"":""Saint louis""}]",2014-05-06,2023-09-25
2009-0355-TUR,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,GLIDE:FL-2009-000190,,TUR,Türkiye,Western Asia,Asia,"Ikitelli, Halkali, Basaksehir villages (K.cekmece district, Istanbul province), Kilyos village (Sariyer district, Istanbul province), Silivri, Catalca districts (Istanbul province), Kumbag city (Merkez district, Tekirdag province), Saray district (Tekirdag province)",Heavy rains,,No,No,No,,3167.0,Km2,41.09,38.95,,2009,9.0,7.0,2009,9.0,10.0,40.0,20.0,35000.0,,35020.0,,,250000.0,341031.0,550000.0,750268.0,73.3071767219387,"[{""adm2_code"":27896,""adm2_name"":""Catalca""},{""adm2_code"":27903,""adm2_name"":""K.cekmece""},{""adm2_code"":27909,""adm2_name"":""Sariyer""},{""adm2_code"":27911,""adm2_name"":""Silivri""},{""adm2_code"":28287,""adm2_name"":""Merkez""},{""adm2_code"":28289,""adm2_name"":""Saray""}]",2010-03-05,2023-09-25
2009-0367-MEX,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2009-000192,,MEX,Mexico,Latin America and the Caribbean,Americas,"Tlalnepantla de Baz, Atizapen De Zaragoza districts (Mexico province)",Torrential rains,,No,No,Yes,,34560.0,Km2,19.5,-99.25,,2009,9.0,1.0,2009,9.0,10.0,4.0,,1500.0,,1500.0,,,,,,,73.3071767219387,"[{""adm2_code"":20219,""adm2_name"":""Atizapan De Zaragoza""},{""adm2_code"":20310,""adm2_name"":""Tlalnepantla""}]",2010-01-06,2023-09-25
